framenr,kanji,keyword,public,last_edited,story
2001,衆,"masses",0,2019-04-08 08:45:32,"Masses of zombies, splattered with blood.  (any zombie movie)"
2002,逓,"parcel post",0,2019-04-08 08:50:37,"Our parcel post guy is a bastard. So to teach him a lesson I decided to *drag* him out of his van, take the *key* from his *belt* and drive off down the *road*...

(I use *key* instead of *cornstalk*)"
2003,段,"grade",0,2019-04-08 08:55:03,"The highest grade *staple guns* allow you to shoot your target from several meters away, like a *missile*!"
2004,鍛,"forge",0,2019-04-08 08:59:51,"*Metal* is *graded* depending on how it was *forged*."
2005,后,"empress",0,2019-04-08 09:02:42,"The empress is cruel. Normally she'll violently pull her servants by the ear when they've failed to follow orders. But *one time* she *dragged* this one guy around the palace by the *mouth*. She must have been really angry—ever since that moment, he's never been seen again."
2006,幻,"phantasm",0,2019-04-08 09:07:32,"Bill Murray from Ghost Busters goes to hang his clothes on *clothes hangers* in the closet, and he finds Slimer there (Slimer looks like a glowing *cocoon*!) and it scares the shit out of him. A real phantasm!"
2007,司,"director",0,2019-04-08 09:13:11,"The director sticks a *clothes hanger* in each actor's *mouth* and hangs them from the *ceiling* until he needs them."
2008,伺,"pay respects",0,2019-04-08 09:16:10,"*Obama* becomes a film *director* to pay respects to the troops."
2009,詞,"parts of speech",0,2019-04-08 09:19:44,"The film *director* carefully chooses the *words* and parts of speech the actors use during a pivotal scene."
2010,飼,"domesticate",0,2019-05-02 20:03:28,"We thought that the tiger was domesticated but it *ate* the *Director* !!!"
2011,嗣,"heir",0,2019-04-08 09:26:49,"The heir used his *mouth* (to speak) and his *scrapbook* to prove that he was the son of the late *director*."
2012,舟,"boat",0,2019-04-08 09:31:09,"Pictograph of a boat seen from above.  The middle line is the oars.  The drop on top is the rudder (at the back of the boat).  The two drops inside represent the passengers: one is bent over with the effort of rowing and the other is sitting up straight, in the front of the boat, looking at the horizon for any signs of land."
2013,舶,"liner",0,2019-04-08 09:35:01,"Cruise Liners are huge *boats* that always seem to be *white*."
2014,航,"navigate",0,2019-04-08 09:39:30,"To navigate a *boat* through a *whirlwind* takes a skilled #navigator#."
2015,舷,"gunwale",0,2019-04-08 09:41:27,"The gunwale is perhaps the most *mysterious* part of a *boat* for it is neither a #gun# nor a #whale#."
2016,般,"carrier",0,2019-04-09 09:39:58,"Be sure to protect the carrier. It's the *boat* with all our *missiles*, so if the enemy strikes it, it will explode VERY easily."
2017,盤,"tray",0,2019-04-09 09:42:55,"A *carrier* of *dishes* is generally called a tray."
2018,搬,"conveyor",0,2019-04-09 09:46:56,"The conveyor belt is a *carrier* of goods that carries goods without lifting a *finger*."
2019,船,"ship",0,2019-04-09 09:51:04,"a ship is a *boat* so big, it makes a river look like a *gully*."
2020,艦,"warship",0,2019-04-09 09:57:03,"A *boat * that *oversees* destruction is a warship"
2021,艇,"rowboat",0,2019-04-09 10:01:35,"In Venice, a ROWBOAT is the type of BOAT the accused would take when attending the COURTS - they're dirt cheap and it's the only way to get there due to the water."
2022,瓜,"melon",0,2019-04-09 10:03:38,"M for melon. 瓜elon"
2023,弧,"arc",0,2019-04-09 10:08:31,"A *bow* shoots a *melon* from far away. If the arc is just right, it will hit."
2024,孤,"orphan",0,2019-04-09 10:10:57,"An orphan will never know the joys on sucking on his mother's melons........"
2025,繭,"cocoon",0,2019-04-13 22:43:17,"An insect eats the leaves on a bush, then threads an enclosure around him separating him from the outside world."
2026,益,"benefit",0,2019-04-10 08:38:26,"For the benefit of the doubt, I will eat your *dish* of *animal horns and legs* and hope I don't get sick."
2027,暇,"spare time",0,2019-04-10 08:45:37,"When I have enough spare time in the *day*, I like to *staple Rocco's* (ロコ) *crotch*."
2028,敷,"spread",0,2019-04-10 08:47:48,"*Arrowheads* are #spread# all over the *field*. The *taskmaster* profiteerer forces you to find them all using a *compass*."
2029,来,"come",0,2019-04-10 08:51:19,"One bowl of rice comin' up."
2030,気,"spirit",0,2019-04-10 08:59:39,"气= *steam* radical (like a reclining rising wind). 㐅= *govern*, control, manage (wiktionary). When you don't let off *steam* you *govern* your temper. That's the spirit!"
2031,汽,"vapor",0,2019-04-10 09:00:42,"*Water* vapor is just *steam*."
2032,飛,"fly",0,2019-04-10 09:06:04,"Two *hummingbirds* flying to feed at a *measuring box* filled with sugar water. #This kanji is famous for having hard-to-remember stroke order. #  Try it this way: first a *hummingbird* #flies# over the *measuring box walls backwards*.  But finally the other *hummingbird* manages to stick its beak right through them."
2033,沈,"sink",0,2019-04-10 09:09:56,"Here we see a *crown* tied about one *leg* before the unfortunate party is tossed into the *water*, causing him to sink."
2034,枕,"pillow",0,2019-04-10 09:12:13,"A pillow causes you to *sink* into the bed with a *wooden* frame."
2035,妻,"wife",0,2019-04-10 09:16:28,"Your wife's fingernails are like *ten rakes* clawing into you. What a savage *woman*."
2036,凄,"nifty",0,2019-04-10 09:18:48,"His *wife* has a nifty way of making all types of *ice* cream in her home freezer."
2037,衰,"decline",0,2019-04-10 09:22:52,"my kanji writing ability has declined so much even my *one* looks *pathetic*"
2038,衷,"inmost",0,2019-04-10 09:29:00,"A sword swallower with a scarf takes a sword into his *inmost* parts. (two vertical strokes)"
2039,面,"mask",0,2019-04-10 09:30:31,"If you're wearing a mask, a *hundred* *eyes* can look at you but none of them will know who you are."
2040,麺,"noodles",0,2019-04-10 09:34:37,"There is a certain restaurant in West-Shinjuku that serves its noodles made of BARLEY in a MASK instead of a plate. I love these theme-restaurants!"
2041,革,"leather",0,2019-04-11 09:27:35,"You can feed *twenty mouths* for a year for the price of *ten* leather coats."
2042,靴,"shoes",1,2019-04-11 09:33:52,"Everyone would buy *leather* shoes if they cost mere pocket *change*."
2043,覇,"hegemony",0,2019-04-11 09:35:44,"In the *Old West*, cowboys had #hegemony# OVER the Indians despite their *leather*craft and ability to navigate by the *moon*."
2044,声,"voice",0,2019-04-11 09:42:30,"A true *gentleman* shouldn't raise his voice like a *flag*, it should be a *bit* louder than ambient."
2045,眉,"eyebrow",0,2019-04-11 09:45:47,"(+astridtops) #Eyebrows# are like *flags* that are raised above your *eyes*. The *flag* is divided because otherwise that would be a monobrow."
2046,呉,"give",0,2019-04-11 09:47:58,"As a present, I #gave# my dentist a *hand-crank tool* for spreading *mouths*. He was so happy since it makes his job easier."
2047,娯,"recreation",0,2019-04-11 09:54:40,"*Give* a *woman* something to do for recreational purposes.."
2048,誤,"mistake",0,2019-04-11 09:57:10,"If you *give* the transcriber lots of *words* to transcribe, at some point he'll make a mistake."
2049,蒸,"steam",0,2019-04-11 10:00:19,"This kanji is used in compounds for the steaming of food and also for smoking/fumigation. Here we have the Japanese once again trying to replicate the French cuisine,  only with a twist, steaming food with flowers (think of flower-smoked ham for example). Flowers must first be *completely soaked in water*, and then poured over a thin piece of *flooring* under which there is an *oven fire*."
2050,承,"acquiesce",0,2019-04-11 10:07:15,"accept something reluctantly but without protest.

To get someone to acquiesce, dunk them *completely in water* *three* times."
2051,函,"bin",1,2019-04-11 10:12:53,"America has expanded its recycling bin initiative and now has bins for *snares, sparklers, and shovels*! (alliteration)"
2052,極,"poles",0,2019-04-11 10:15:12,"Can simplify this using {朽}. Then: The expedition to the poles is bad for your health, and the *decay* that started in your *mouth* spreads to your *crotch* – at which point you fall to the *floor*."
2053,牙,"tusk",0,2019-04-11 10:21:06,"the kanji looks like an elephant with tusks. the box is the elephant's eye and his tusks are a halberd"
2054,芽,"bud",0,2019-04-11 10:23:40,"The *flower* got nipped in the bud after an elephant rammed into it with his *tusks*."
2055,邪,"wicked",0,2019-04-11 10:25:09,"The wicked witch summoned an elephant whose *tusks* rammed down the *city walls*."
2056,雅,"gracious",0,2019-04-12 12:31:59,"Goodness gracious! A *turkey* with *tusks*!"
2057,釈,"interpretation",0,2019-04-12 12:37:48,"Animal tracks primitive: Even *a drop of rice* brings out the animals, leaving animal tracks behind.

The magical *shakuhachi* can easily give interpretation for any *animal tracks*, just like it can be used to translate words (訳)."
2058,番,"turn",0,2019-04-12 12:42:25,"The farmers take turns rolling #dice# in the destroyed *rice field* trying to find out which suspected animal left behind the *animal tracks*"
2059,審,"hearing",0,2019-04-12 12:45:11,"During the hearing at the court*house*, the defendant rolls the *dice* by claiming he's not guilty."
2060,翻,"flip",0,2019-04-12 12:49:23,"It's your *turn* to flip the chicken *wings* on grill."
2061,藩,"clan",0,2019-04-12 12:52:09,"Each member of the clan has to take his *turn* at *water*ing the *flowers*.  The order they do it in is decided by a roll of the *dice*."
2062,毛,"fur",0,2019-04-12 12:55:21,"Most cats don't like you rubbing your *hand backwards* over their fur!"
2063,耗,"decrease",0,2019-04-12 13:01:54,"The temperature decreased so much that even the *Christmas trees* needed to be wrapped in *fur*"
2064,尾,"tail",0,2019-04-12 13:03:09,"A dog waves its *furry* tail like a *flag*."
2065,宅,"home",0,2019-04-12 13:06:54,"Your home/*house* is where you can let down your *lock of hair*."
2066,託,"consign",0,2019-04-12 13:10:50,"At the barber, I used my *words* to consign my *lock of hair* away so that it could be donated."
2067,為,"do",0,2019-04-12 13:15:38,"In this kanji, you can see 3 katakana characters: ソ, ユ, and then ユ again followed by TAIL FEATHERS. STORY: ""So (ソ) you (ユ) wanna DO it?"" ""Only if you (ユ) do"" says the female bird as she raises her TAIL FEATHERS."
2068,偽,"falsehood",0,2019-04-12 13:22:22,"*Obama* claims he had normal hair in high school, an odd falsehood to have when his yearbook clearly shows he had a weird hair-*do*."
2069,畏,"apprehensive/fear",0,2019-04-12 13:25:48,"I’m feeling apprehensive because I’m wading barefoot in a *rice field* and I've just dropped my *hairpin*."
2070,長,"long",0,2019-04-12 13:27:11,"A long mane needs a hairpin."
2071,張,"lengthen",0,2019-04-14 21:34:58,"The *bow*string must be able to lengthen *long* enough so that an arrow can be fit in it."
2072,帳,"notebook",0,2019-04-14 21:38:22,"What a weird student, that person is using a *long towel* for a notebook. Guess it would be convenient for studying after a shower."
2073,脹,"dilate",0,2019-04-14 21:45:06,"taking Viagra lets your blood vessels dilate...resulting in a *body part* getting *long*."
2074,髪,"hair of the head",0,2019-04-16 12:15:00,"You can tell they're *friends* because they have the same *shaped* #*hair* of the head#."
2075,展,"unfold",0,2019-04-14 21:52:33,"I take off my *hairpin* and my hair unfolds like a *flag* waving in the air or a newly opened bag of fresh *salad*."
2076,喪,"miss",0,2019-04-14 21:57:12,"Here the dearly departed has been buried in the *ground*, with her favorite *hairpin * in place of a gravestone, and two mourners stand around crying with *open mouths*"
2077,巣,"nest",0,2019-04-14 22:00:35,"An *owl* feeds her kids *fruit* from inside her nest."
2078,単,"simple",0,2019-04-14 22:03:42,"Trying to find a *needle* in a haystack is not a simple task, but picking out a *owl's brain* from a sample of human *brains* would be simple."
2079,戦,"war",0,2019-04-14 22:07:42,"What should have been a *simple fiesta* has turned into a massive war!"
2080,禅,"Zen",0,2019-04-14 22:12:42,"Because Zen is so *simple*, you don't need an *altar*, just a quiet place to sit."
2081,弾,"bullet",0,2019-04-14 22:14:18,"Bullets make *bows* look *simple* and obselete"
2082,桜,"cherry tree",0,2019-04-14 22:17:31,"The *tree* in Japan that represents both wisdom (the *owl*) and femininity (the *woman*).  This is a sakura (さくら), or cherry tree"
2083,獣,"animal",0,2019-04-14 22:22:57,"The *owl* looks for its prey in the *rice field*.  It sees so many potential animals to eat but since it only has *one mouth*, it decides that the *dog* will be its meal for tonight."
2084,脳,"brain",0,2019-04-14 22:26:38,"The brain is the *part of the body* that can make you wise like an *owl* or devious like a *villain*."
2085,悩,"trouble",0,2019-04-14 22:30:26,"We're all in trouble if a wise *owl* has a change in it's *state of mind* and becomes a *villain*."
2086,厳,"stern",0,2019-04-15 08:34:01,"This represents a stern looking *owl*, perched up on a *cliff*. This *cliff* is quite famous for *daring* individuals to *cliff* dive off of, but is any of them *daring* enough to threaten the owl?"
2087,鎖,"chain",0,2019-04-15 08:38:41,"Rappers wear *gold* chains to show off how rich they are, but in reality, they have *little* amount of *shells* to their name"
2088,挙,"raise",0,2019-04-15 08:42:29,"This is a special *owl*-luring *tool*. All you need is to #raise# it in your *hand*. *Owls* will come flying and perch on it right away."
2089,誉,"reputation",0,2019-04-15 08:46:36,"This *owl*'s reputation skyrocketed after he created a *tool* in order to speak human *words*."
2090,猟,"game hunting",0,2019-04-15 08:51:15,"When game hunting, first you need WILD DOGS (hunting dogs), but letting the trained OWL loose against the WIND is the KEY. (キ)"
2091,鳥,"bird",0,2019-04-15 08:55:00,"This BIRD is completely *white* except for *one* of its *tail feathers*."
2092,鳴,"chirp",0,2019-04-15 08:56:56,"Birds chirp from their mouths."
2093,鶴,"crane",0,2019-04-15 09:01:50,"Much like how cranes deliver babies, this crane delivers a new *bird* to the *turkey house*."
2094,烏,"crow",0,2019-04-15 09:06:21,"Crows are *birds*, but there are no crows that are white (omit the stroke that makes it white)."
2095,蔦,"vine",0,2019-04-15 09:08:25,"It's strange that you don't often see *flowers* on #vines#, that's because those sneaky *birds* keep swooping in and stealing them!"
2096,鳩,"pigeon",0,2019-04-15 09:13:16,"Pigeons are the *birds* that come in hordes after *baseball* games to eat all the trash left by fans."
2097,鶏,"chicken",0,2019-04-15 09:18:05,"the *vulture's* *husband* is a chicken...heck...who am I to judge their interspecies love?  They're both *birds* so its cool."
2098,島,"island",0,2019-04-15 09:23:22,"The highest point of *Tori* Island is on a *mountain*."
2099,暖,"warmth",0,2019-04-15 09:25:20,"*Ducks migrate* south for the winter... they follow the warmth of the *sun*."
2100,媛,"beautiful woman",0,2019-04-15 09:28:57,"You want to know about a beautiful woman? There's a *woman* that's so beautiful, the *ducks migrate* to her instead of the sun!"
2101,援,"abet",0,2019-04-16 09:32:50,"You are caught aiding and abetting the dude *fingering* the *migrating ducks*."
2102,緩,"slacken",0,2019-04-16 09:39:01,"oh no *Spiderman* has some *migrating ducks*  stuck in his web, he has to slacken it so they can get out."
2103,属,"belong",0,2019-04-16 09:44:25,"*Gnats* belong to a genus *flagged* by WHO and should killed with a *belt*."
2104,嘱,"entrust",0,2019-04-16 09:48:02,"You should only open your *mouth* to entrust someone with a secret if they *belong* in your family."
2105,偶,"accidentally",0,2019-04-16 09:56:24,"*Obama* accidentally stepped on *Jiminy Cricket*."
2106,遇,"interview",1,2019-04-16 10:02:03,"During my interview, the interviewer asked me how well I can deal with talking creatures. He pulled *Jiminy Cricket* out from his pocket and I noped right out of that interview and drove back onto the *road*."
2107,愚,"foolish",0,2019-04-16 10:02:48,"""Don't be #foolish#!"" says *Jiminy Cricket* as he lashes you with his belt. Follow logic, not your *heart*."
2108,隅,"corner",0,2019-04-16 10:05:03,"The corner of the *pinnacle* was *Jiminy Cricket*'s favorite relaxing spot."
2109,逆,"inverted",0,2019-04-16 10:08:10,"the *mountain goat* had been hit by a car and lay inverted on the *road*"
2110,塑,"model",0,2019-04-16 10:11:54,"If you model a *mountain goat* from *soil* and leave it under the full *moon*, it will come to life."
2111,遡,"go upstream",0,2019-06-14 19:53:04,"first day of the month: On the first day of the month a mountain goat lets out a ""Baah"" as it jumps over the moon.

On the *first day of the month*, all the salmon go upstream, up the *road*, to the mating grounds."
2112,岡,"Mount",0,2019-04-16 10:25:14,"You bring back a snow globe as a souvenir from your visit to #Mount# Fuji. The *glass canopy* encloses a wintery alpine scene with tiny *mountain goat* figures."
2113,鋼,"steel",0,2019-04-16 10:30:01,"*Metal* that can be *mounted* anywhere and stay in place is obviously steel."
2114,綱,"hawser",0,2019-04-16 10:30:53,"In order to climb *Mount* Fuji you're going to need a strong type of *thread*, a hawser (heavy rope)."
2115,剛,"sturdy",0,2019-04-16 10:32:08,"Mount everest is very sturdy, you can hit it all day with a saber and it wont even wobble."
2116,缶,"tin can",0,2019-04-17 08:47:32,"*Mountains* can be pretty rough on *horses*' hooves so it might help to put tin cans on each hoof as an extra horseshoe."
2117,陶,"pottery",0,2019-04-17 08:53:58,"Pottery was the *pinnacle* 阝of food storage in ancient times (the amphora), but nowadays everything's *bound* 勹 to be in a *tin can* 缶."
2118,揺,"swing",0,2019-04-17 08:58:56,"condor: a condor is a *vulture* that is the *king* of the *mountain*.

The baseball player swings his bat using his *fingers* only to hit a *condor* instead of the ball."
2119,謡,"Noh chanting",0,2019-04-17 09:03:34,"Carried away by the *words* of the #Noh chanting# my consciousness soars like a *condor*."
2120,鬱,"gloom",1,2019-04-17 09:22:16,"I'm *sitting on the ground* next to the last *grove* of trees in the area, wearing a *tin hat* as a *crown*. The bulldozer rammed through our beautiful forest, *shoveling sheaves* of wood with leaves *dropping from all sides*. Witnessing how the bulldozer re*shaped* this beautiful forest into a barren wasteland puts me in gloom."
2121,就,"concerning",0,2019-04-17 09:24:11,"in the *capital* they have been having hearings concerning bioethics and bioengineering they call as their first witness a *chihuahua* with *one human leg*"
2122,蹴,"kick",0,2019-04-17 09:29:41,"the soccer player was *concerned* that his *peg leg* would affect his ability to kick"
2123,懇,"sociable",0,2019-04-17 09:33:27,"The *skunk* is very sociable at the party, telling everyone all about his *silver* *heart*. // Primitive: top left: *skunk* = a skunk *clawing* at a *sow*. The 3rd claw gets broken."
2124,墾,"groundbreaking",0,2019-04-17 09:36:32,"I got sprayed by a *skunk*, so no one is helping me with the groundbreaking of my farm. On a positive note, I found *silver* laying all over my *soil*. Mine all mine!"
2125,貌,"countenance",0,2019-04-17 09:42:54,"skunk, white, human legs: You should have seen the shocked countenance on the girls' face when she saw the *skunk* nibbling away at the *white human legs* of the corpse she found in the woods. (Because of that, and the smell of course)."
2126,免,"excuse",0,2019-04-18 10:19:57,"Obviously this is the rabbit from Alice, #excusing# himself and rushing away on his *legs*, as he has a *binding day* schedule. This is at the same time an image, with bound=ears, day=head and legs are just legs. The image is used in {兎}"
2127,逸,"elude",0,2019-04-18 10:23:55,"*Bugs Bunny* eludes Elmer Fudd by pretending to be *road*kill."
2128,晩,"nightfall",0,2019-04-18 10:27:37,"This is EASY!!! Japanese people see a RABBIT ON THE MOON (http://en.wikipedia.org/wiki/Moon_rabbit ) and so nightfall is when the *sun* leaves to make way for the *rabbit*"
2129,勉,"exertion",0,2019-04-18 10:34:19,"While the Energizer *Bunny* is always #exerting# *power*, it still keeps going."
2130,象,"elephant",0,2019-04-18 10:34:45,"An elephant has huge ears, like a *rabbit*, and a big, fat body, like a *sow*."
2131,像,"statue",0,2019-04-18 10:43:09,"To compromise with Republicans, *Obama* signs an executive order, replacing the Statue of Liberty with a statue of a Republican *elephant*."
2132,馬,"horse",0,2019-04-18 10:47:20,"Turkey with the drops at the top removed and tail feathers added (this matches stroke order and there are the tail feathers already, why not have the whole bird). If you take the two drops of 隹 as wings, then horses are like turkeys, but have no wings and have more prominent tail ""feathers"". Both are actually supposed to be pictographs, though."
2133,駒,"pony",0,2019-04-18 10:50:02,"A particular My Little #*Pony*# has a string that when you pull it, it repeats the same dumb *phrase* like ""I love you""."
2134,験,"verification",1,2019-08-16 20:03:10,"#Verify# that the *horse* is alive by poking it with an *awl*...oh."
2135,騎,"equestrian",0,2019-04-18 10:55:27,"Grown men who enjoy #equestiran# colorful little *horses* is quite *strange*.  (MLP)"
2136,駐,"parking",0,2019-04-18 10:57:51,"a *lord* gets valet parking for his *horse*"
2137,駆,"drive",0,2019-04-18 11:01:51,"In this new *Xbox* game you have to drive a *trojan horse*  through the *wards* of Tokyo."
2138,駅,"station",0,2019-04-18 11:07:28,"When the *horses* arrive at the #station# the driver plays a melody on a *shakuhachi* to let passengers know."
2139,騒,"boisterous",0,2019-04-18 11:10:43,"BOISTEROUS fratboys claim to be hung like HORSES, with giant CROTCHES, but they're probably no bigger than INSECTS."
2140,駄,"burdensome",0,2019-04-18 11:15:07,"*Plump* people are not allowed to ride the *horse* because it would be too burdensome for the *horse*."
2141,驚,"wonder",0,2019-04-19 13:13:59,"We gazed on in *awe* and #wonder# as the *team of horses* galloped majestically through the fields."
2142,篤,"fervent",0,2019-04-19 13:21:20,"A fervent history otaku rebuilt the *Trojan Horse*. But since he was Japanese, he used *bamboo* instead of normal wood."
2143,罵,"insult",0,2019-04-19 13:22:14,"""Haha, your *eyes are all sideways* and your face looks like a *horse*!"" -- how insulting."
2144,騰,"inflation",0,2019-04-19 13:29:07,"Ever since *horse flesh* was banned here, inflation has gone through the roof, thanks to the black market. One chunk of horse *meat* used to cost a *quarter*, but now it costs more than the *horse* itself!"
2145,虎,"tiger",0,2019-04-19 13:33:09,"At the zoo science lab, a group of magicians piece together diced parts into a fabricated tiger, at which point he devoured them all, leaving only their human legs."
2146,虜,"captive",0,2019-04-19 13:37:22,"Captive *men* are thrown to the *tigers*.  Captive women are thrown to the *men*. (thanks, Piitaa)"
2147,膚,"skin",0,2019-04-19 13:39:27,"Ending up in a *tiger's stomach* is not good for your skin, as it's full of *stomach* acids."
2148,虚,"void",0,2019-04-19 13:42:37,"If you stand in a *row of tigers* (tiger - you - tiger) there will soon be a void (tiger - void - tiger)."
2149,戯,"frolic",0,2019-04-19 13:46:10,"the *fiesta* was *void*. You go on to frolic on your own."
2150,虞,"uneasiness",0,2019-04-19 13:53:56,"The dentist couldn't help but feel #uneasiness# as he used his *hand crank mouth tool* on the *tiger* in his chair."
2151,慮,"prudence",0,2019-04-19 13:55:33,"You have to *think* with prudence when attempting to escaping from a *tiger*. If not, it will eat your brains and heart."
2152,劇,"drama",0,2019-04-19 13:59:29,"*Tigers* fighting *sows* with *sabers*. What a drama!"
2153,虐,"tyrannize",0,2019-04-19 14:03:18,"Here we see the evil #tyrannizing# *tiger*. What is on his chest? A giant *E*, for EVIL, of course."
2154,鹿,"deer",0,2019-04-19 14:11:42,"On *cave* drawings near Niaux, France, there are depictions of deers and men in deer masks. It appears that Stone Age people *compared* themselves to deer in order to outwit them, however, the secrets of the *cave* drawings remain locked with a *double-key*."
2155,麓,"foot of a mountain",0,2019-04-19 14:13:09,"The cave with the *deer painting* was found at the #foot of a mountain# hidden behind a *grove*. That's why it took centuries to discover."
2156,薦,"recommend",0,2019-04-21 15:34:40,"It is recommended that *deers* stick to eating *flowers*. If they try to eat *birds*, they may end up choking on them, like this one here. Note that the head (白) is gone and the visible part of the body which is normally written with a stroke of the head must by necessity be drawn with a stroke of the tail."
2157,慶,"jubilation",0,2019-04-21 15:42:00,"The *deer* hunter's annual *melancholic* #jubilee# was kicked off by replacing the animal heads on the walls with *deer* ones."
2158,麗,"lovely",0,2019-04-21 15:45:11,"The Niaux cave's *deer painting* is so lovely, when compared to the two *mediocre* paintings on two sections of *ceiling* above."
2159,熊,"bear",0,2019-04-21 15:46:42,"Most don't know it, but #bear#s have the *ability* to walk on *fire*. They're invincible creatures!"
2160,能,"ability",0,2019-04-21 15:48:10,"The amputee has no hands but only stumps of *flesh* beneath his *elbows*.  To give him the ability to eat, he has *two spoons* implanted in his arm stumps, one in each side."
2161,態,"attitude",1,2019-04-21 15:58:00,"You can't compete in the Olympics. Not with that *attitude* at least. You need to push your *heart* to the best of its *ability*, and then maybe you can compete."
2162,寅,"sign of the tiger",0,2019-04-21 16:00:47,"""This is 911, how can I help you?"" - ""Something is in my *house* above the *ceiling*! All my *sprouts* have been eaten, and I think I saw *animal legs*!"" - ""Mam, don't worry, you are safe. This is a clear #sign of a vegetarian tiger#."""
2163,演,"performance",0,2019-04-21 16:07:15,"For their final performance, the Ringling Bros *signed off* their show dunking their *tigers* into a pool of *water*."
2164,辰,"sign of the dragon",0,2019-04-21 16:12:40,"#Bruce Lee# is the sign of the dragon for good reason. He is such a badass he climbed a sheer vertical *cliff* using only *2 hairpins*."
2165,辱,"embarrass",0,2019-04-21 16:13:22,"During the shooting of one of his first movies in China, *Bruce Lee* fell through the cheaply built movie set, and into a barrel of *glue*. As you can imagine, to put *Bruce Lee* in that position must have caused great embarrassment to the Chinese producer. Note the hints in the story for the position of the primitives."
2166,震,"quake",0,2019-04-21 16:16:12,"*Bruce Lee* has magical abilities in his last movie. He can conjure *rain* and earth#quakes#."
2167,振,"shake",0,2019-04-21 16:18:28,"One #shake# of the *finger* makes *Bruce Lee*'s message perfectly clear: ""Nope."" *https://media1.tenor.com/images/8fcdfaa167d682493e4c78727ec7b7db/tenor.gif*"
2168,娠,"with child",0,2019-04-21 16:26:58,"When BRUCE LEE'S WOMAN was WITH CHILD, it really upset her stomach because little Brandon Lee was kicking ass from the inside."
2169,唇,"lips",0,2019-04-21 16:28:21,"*Bruce Lee* says ""Read my lips..."", but when I try to, his *mouth* isn't moving with the dialogue"
2170,農,"agriculture",0,2019-04-21 16:30:51,"*Bruce Lee* is tough.  But so is #agricultural# work.  If Bruce took it up, even he would hurt his back from all the *bend*ing."
2171,濃,"concentrated",0,2019-04-22 21:02:18,"The *agriculture* of Florida is concentrated on making concentrated orange juice. Just add *water*! Imagine a can of FCOJ, dumping it into a pitcher and adding *water*"
2172,送,"send off",0,2019-04-22 21:07:30,"The Buddhist monk couldn't #send me off# with nothing, so he gave me a *golden calf* as I hit the *road*."
2173,関,"connection",0,2019-04-22 21:10:34,"There's a weird connection between worshipping the *golden calf* and visiting the *gates of Hell*."
2174,咲,"blossom",0,2019-04-22 21:15:02,"Hint: Blossom, the leader of the Powerpuff Girls. Story: In this episode the girls have to fight an evil *golden calf*. They fight for ages it but it seems invincible, laughing off their attacks. At the end of the episode they suspect that its *mouth* is its weak spot! They target its *mouth* and defeat it."
2175,鬼,"ghost",1,2019-04-22 21:22:18,"#Ghosts# and #onis# are dumb creatures. They attempt to scare humans walking by on their *human legs*, but they have only have a *drop of brains* and accidentally bump into the passerby's *elbow*."
2176,醜,"ugly",0,2019-04-22 21:24:54,"Drinking a lot of *whiskey* makes you ugly and unattractive. Drinking too much turns you into a *ghost*."
2177,魂,"soul",0,2019-04-22 21:27:24,"When we die, our soul rises up in a *ghost*like *rising cloud* of mist up to heaven (we hope) (Adapted from darg_sama,28-10-2005)"
2178,魔,"witch",0,2019-04-22 21:31:01,"This modern version of the witch lives in some hippie community. She smokes a lot of *hemp*, and spends the day talking to *ghosts*, which not surprisingly appears only to her."
2179,魅,"fascination",0,2019-05-07 23:10:08,"Even in these modern times, our fascination with *ghosts* has *not yet* faded."
2180,塊,"clod",0,2019-04-22 21:41:58,"塊＝かたまり, from Katamari Damacy (塊魂).  Imagine playing Katamari Damacy; on this level you start with a clod of *dirt*, and mere minutes later, you can roll up *demons* into it."
2181,襲,"attack",0,2019-04-22 21:45:01,"I've just been #attacked# from above by an *old dragon*! I'm not hurt but my *garments* are all torn and scorched."
2182,嚇,"upbraid",0,2019-04-22 21:54:07,"The mayor raised his *mouth* and upbraided the chief of transportation after he found out that his town's traffic lights still use *incandescent* bulbs."
2183,朕,"majestic plural",0,2019-04-22 21:55:50,"The king says ""Only #We# are allowed to partake of the *flesh* of the *golden calf*."""
2184,雰,"atmosphere",0,2019-04-22 21:57:42,"The *rain* isn't a bad thing--it provides a *part* of the romantic atmosphere."
2185,箇,"item",0,2019-04-22 22:01:21,"*Bamboo* items *harden* over time"
2186,錬,"tempering",0,2019-04-23 09:38:18,"Tempering metal in the East... sounds like Pittsburgh to me! After all, Pittsburgh is a city in the eastern region of the US and is famous for steel working, or tempering of metal."
2187,遵,"abide by",0,2019-04-23 09:43:15,"Even the most *revered* person must still abide by the rules of the *road* -- no exceptions are granted to anyone."
2188,罷,"quit",0,2019-04-23 09:47:09,"Dude *looks* down at a guy smoking a cigarette. ""Hey, screw you! Don't you *look* down on me! I have the *ability* to quit anytime I want!"""
2189,屯,"barracks",0,2019-04-23 09:51:03,"When you live in the barracks your superiors always refer to you as worms."
2190,且,"moreover",1,2019-04-23 09:56:23,"*Shelves* can be dangerous for infants if they climb on it. Moreover, if the *shelves* fall over, they can severely injure or kill your kid."
2191,藻,"seaweed",0,2019-04-23 10:00:50,"The *wooden* hull of the ships acquire *goods* as it travels through the *waters*, including *flowers* and seaweed."
